11, 2023, 05, 10, 17, 04, 9, 1
11, 2023, 05, 11, 07, 23, 1, 9
11, 2023, 05, 11, 17, 11, 9, 1
11, 2023, 05, 12, 06, 38, 1, 9
11, 2023, 05, 12, 18, 04, 9, 1
11, 2023, 05, 14, 12, 07, 1, 10
11, 2023, 05, 14, 15, 39, 10, 1
12, 2023, 05, 08, 05, 26, 10, 1
12, 2023, 05, 08, 17, 25, 1, 10
12, 2023, 05, 09, 05, 50, 10, 1
12, 2023, 05, 09, 17, 45, 1, 10
12, 2023, 05, 10, 06, 56, 10, 1
12, 2023, 05, 10, 16, 26, 1, 10
12, 2023, 05, 11, 07, 27, 10, 1
12, 2023, 05, 11, 19, 08, 1, 10
12, 2023, 05, 12, 07, 58, 10, 1
12, 2023, 05, 12, 18, 59, 1, 10
13, 2023, 05, 08, 07, 54, 10, 5
13, 2023, 05, 08, 14, 04, 5, 10
13, 2023, 05, 09, 07, 19, 10, 5
13, 2023, 05, 09, 11, 46, 5, 10
13, 2023, 05, 10, 07, 58, 10, 5
13, 2023, 05, 10, 13, 25, 5, 10
13, 2023, 05, 11, 07, 35, 10, 5
13, 2023, 05, 11, 13, 56, 5, 10
13, 2023, 05, 12, 07, 24, 10, 5
13, 2023, 05, 12, 12, 57, 5, 10
13, 2023, 05, 14, 12, 37, 10, 9
13, 2023, 05, 14, 21, 04, 9, 10
14, 2023, 05, 08, 05, 11, 4, 3
14, 2023, 05, 08, 14, 32, 3, 4
14, 2023, 05, 10, 06, 40, 4, 1
14, 2023, 05, 10, 10, 17, 1, 4
14, 2023, 05, 11, 07, 44, 4, 9
14, 2023, 05, 11, 12, 34, 9, 4
14, 2023, 05, 14, 12, 15, 4, 2
14, 2023, 05, 14, 17, 32, 2, 4
15, 2023, 05, 12, 07, 14, 3, 8
15, 2023, 05, 12, 13, 05, 8, 3
15, 2023, 05, 13, 10, 12, 3, 9
15, 2023, 05, 13, 13, 39, 9, 3
15, 2023, 05, 14, 09, 42, 3, 9
15, 2023, 05, 14, 17, 42, 9, 3
16, 2023, 05, 08, 06, 39, 8, 10
16, 2023, 05, 08, 19, 52, 10, 8
16, 2023, 05, 09, 06, 34, 8, 10
16, 2023, 05, 09, 18, 47, 10, 8
16, 2023, 05, 10, 08, 26, 8, 10
16, 2023, 05, 10, 17, 23, 10, 8
16, 2023, 05, 11, 05, 51, 8, 10
16, 2023, 05, 11, 18, 50, 10, 8
16, 2023, 05, 12, 07, 31, 8, 10
16, 2023, 05, 12, 19, 57, 10, 8
17, 2023, 05, 08, 06, 26, 2, 9
17, 2023, 05, 08, 19, 15, 9, 2
17, 2023, 05, 09, 08, 30, 2, 9
17, 2023, 05, 09, 17, 13, 9, 2
17, 2023, 05, 10, 06, 47, 2, 9
17, 2023, 05, 10, 16, 21, 9, 2
17, 2023, 05, 11, 04, 29, 2, 9
17, 2023, 05, 11, 18, 52, 9, 2
17, 2023, 05, 12, 08, 07, 2, 9
17, 2023, 05, 12, 16, 15, 9, 2
17, 2023, 05, 14, 11, 26, 2, 9
17, 2023, 05, 14, 13, 00, 9, 2
18, 2023, 05, 08, 08, 11, 6, 4
18, 2023, 05, 08, 17, 12, 4, 6
18, 2023, 05, 09, 05, 14, 6, 4
18, 2023, 05, 09, 16, 49, 4, 6
18, 2023, 05, 10, 06, 06, 6, 4
18, 2023, 05, 10, 16, 01, 4, 6
18, 2023, 05, 11, 06, 26, 6, 4
18, 2023, 05, 11, 18, 51, 4, 6
18, 2023, 05, 12, 05, 43, 6, 4
18, 2023, 05, 12, 17, 58, 4, 6
18, 2023, 05, 13, 11, 54, 6, 2
18, 2023, 05, 13, 14, 06, 2, 6
18, 2023, 05, 14, 12, 51, 6, 2
18, 2023, 05, 14, 14, 13, 2, 6
19, 2023, 05, 08, 06, 54, 7, 5
19, 2023, 05, 08, 18, 39, 5, 7
19, 2023, 05, 09, 07, 54, 7, 9
19, 2023, 05, 09, 15, 16, 9, 7
19, 2023, 05, 10, 07, 37, 7, 3
19, 2023, 05, 10, 18, 35, 3, 7
19, 2023, 05, 11, 06, 24, 7, 2
19, 2023, 05, 11, 19, 12, 2, 7
19, 2023, 05, 12, 07, 14, 7, 8
19, 2023, 05, 12, 17, 45, 8, 7
19, 2023, 05, 14, 10, 27, 7, 1
19, 2023, 05, 14, 14, 56, 1, 7
20, 2023, 05, 08, 06, 51, 9, 5
20, 2023, 05, 08, 16, 01, 5, 9
20, 2023, 05, 10, 07, 13, 9, 5
20, 2023, 05, 10, 17, 50, 5, 9
20, 2023, 05, 11, 07, 17, 9, 5
20, 2023, 05, 11, 17, 17, 5, 9
20, 2023, 05, 12, 06, 03, 9, 5
20, 2023, 05, 12, 17, 02, 5, 9
21, 2023, 05, 10, 04, 39, 3, 5
21, 2023, 05, 10, 17, 04, 5, 3
21, 2023, 05, 11, 07, 57, 3, 5
21, 2023, 05, 11, 18, 31, 5, 3
21, 2023, 05, 12, 06, 50, 3, 5
21, 2023, 05, 12, 17, 29, 5, 3
22, 2023, 05, 08, 07, 50, 1, 5
22, 2023, 05, 08, 18, 15, 5, 1
22, 2023, 05, 09, 09, 36, 1, 5
22, 2023, 05, 09, 17, 05, 5, 1
22, 2023, 05, 10, 07, 53, 1, 5
22, 2023, 05, 10, 17, 59, 5, 1
22, 2023, 05, 11, 07, 10, 1, 5
22, 2023, 05, 11, 17, 20, 5, 1
22, 2023, 05, 12, 07, 35, 1, 5
22, 2023, 05, 12, 17, 07, 5, 1
22, 2023, 05, 14, 10, 16, 1, 3
22, 2023, 05, 14, 15, 26, 3, 1
23, 2023, 05, 08, 06, 01, 5, 3
23, 2023, 05, 08, 17, 56, 3, 5
23, 2023, 05, 09, 07, 30, 5, 7
23, 2023, 05, 09, 18, 00, 7, 5
23, 2023, 05, 10, 07, 17, 5, 1
23, 2023, 05, 10, 19, 44, 1, 5
23, 2023, 05, 11, 07, 30, 5, 7
23, 2023, 05, 11, 19, 47, 7, 5
23, 2023, 05, 14, 09, 49, 5, 1
23, 2023, 05, 14, 15, 50, 1, 5
24, 2023, 05, 09, 07, 36, 10, 3
24, 2023, 05, 09, 15, 36, 3, 10
24, 2023, 05, 10, 07, 24, 10, 3
24, 2023, 05, 10, 18, 34, 3, 10
24, 2023, 05, 11, 06, 27, 10, 3
24, 2023, 05, 11, 17, 14, 3, 10
24, 2023, 05, 12, 08, 36, 10, 3
24, 2023, 05, 12, 17, 47, 3, 10
24, 2023, 05, 14, 12, 28, 10, 7
24, 2023, 05, 14, 14, 11, 7, 10
25, 2023, 05, 09, 07, 43, 3, 7
25, 2023, 05, 09, 18, 40, 7, 3
25, 2023, 05, 11, 06, 01, 3, 7
25, 2023, 05, 11, 18, 18, 7, 3
25, 2023, 05, 12, 05, 33, 3, 7
25, 2023, 05, 12, 19, 27, 7, 3
26, 2023, 05, 08, 06, 24, 3, 10
26, 2023, 05, 08, 17, 02, 10, 3
26, 2023, 05, 09, 06, 41, 3, 10
26, 2023, 05, 09, 18, 55, 10, 3
26, 2023, 05, 11, 08, 54, 3, 10
26, 2023, 05, 11, 17, 26, 10, 3
26, 2023, 05, 12, 05, 37, 3, 10
26, 2023, 05, 12, 19, 08, 10, 3
27, 2023, 05, 08, 07, 01, 9, 6
27, 2023, 05, 08, 16, 18, 6, 9
27, 2023, 05, 09, 05, 36, 9, 7
27, 2023, 05, 09, 17, 06, 7, 9
27, 2023, 05, 10, 09, 36, 9, 3
27, 2023, 05, 10, 16, 30, 3, 9
27, 2023, 05, 11, 07, 52, 9, 7
27, 2023, 05, 11, 18, 07, 7, 9
27, 2023, 05, 13, 11, 22, 9, 7
27, 2023, 05, 13, 12, 04, 7, 9
28, 2023, 05, 08, 06, 05, 4, 3
28, 2023, 05, 08, 19, 06, 3, 4
28, 2023, 05, 09, 06, 53, 4, 3
28, 2023, 05, 09, 18, 56, 3, 4
28, 2023, 05, 10, 07, 29, 4, 3
28, 2023, 05, 10, 17, 42, 3, 4
28, 2023, 05, 11, 06, 29, 4, 3
28, 2023, 05, 11, 18, 17, 3, 4
28, 2023, 05, 12, 06, 55, 4, 3
28, 2023, 05, 12, 16, 03, 3, 4
28, 2023, 05, 14, 12, 24, 4, 9
28, 2023, 05, 14, 15, 28, 9, 4
29, 2023, 05, 08, 07, 33, 4, 2
29, 2023, 05, 08, 12, 30, 2, 4
29, 2023, 05, 09, 07, 22, 4, 2
29, 2023, 05, 09, 14, 34, 2, 4
29, 2023, 05, 10, 08, 35, 4, 2
29, 2023, 05, 10, 14, 45, 2, 4
29, 2023, 05, 11, 08, 32, 4, 2
29, 2023, 05, 11, 14, 03, 2, 4
29, 2023, 05, 12, 07, 10, 4, 2
29, 2023, 05, 12, 15, 33, 2, 4
29, 2023, 05, 14, 08, 31, 4, 10
29, 2023, 05, 14, 22, 41, 10, 4
30, 2023, 05, 11, 07, 15, 1, 4
30, 2023, 05, 11, 14, 59, 4, 1
30, 2023, 05, 12, 07, 16, 1, 6
30, 2023, 05, 12, 13, 11, 6, 1
31, 2023, 05, 08, 06, 37, 2, 1
31, 2023, 05, 08, 19, 24, 1, 2
31, 2023, 05, 09, 07, 14, 2, 10
31, 2023, 05, 09, 17, 47, 10, 2
31, 2023, 05, 10, 07, 25, 2, 5
31, 2023, 05, 10, 18, 31, 5, 2
31, 2023, 05, 11, 07, 47, 2, 10
31, 2023, 05, 11, 17, 58, 10, 2
31, 2023, 05, 12, 05, 02, 2, 10
31, 2023, 05, 12, 16, 43, 10, 2
32, 2023, 05, 08, 07, 01, 9, 2
32, 2023, 05, 08, 18, 47, 2, 9
32, 2023, 05, 09, 07, 27, 9, 10
32, 2023, 05, 09, 16, 46, 10, 9
32, 2023, 05, 10, 06, 51, 9, 8
32, 2023, 05, 10, 17, 08, 8, 9
32, 2023, 05, 11, 05, 23, 9, 10
32, 2023, 05, 11, 18, 23, 10, 9
32, 2023, 05, 12, 07, 04, 9, 1
32, 2023, 05, 12, 17, 33, 1, 9
32, 2023, 05, 14, 12, 09, 9, 2
32, 2023, 05, 14, 13, 58, 2, 9
33, 2023, 05, 08, 07, 40, 10, 5
33, 2023, 05, 08, 19, 30, 5, 10
33, 2023, 05, 09, 06, 03, 10, 3
33, 2023, 05, 09, 18, 29, 3, 10
33, 2023, 05, 10, 05, 53, 10, 5
33, 2023, 05, 10, 18, 58, 5, 10
33, 2023, 05, 11, 06, 16, 10, 1
33, 2023, 05, 11, 17, 26, 1, 10
33, 2023, 05, 12, 07, 46, 10, 2
33, 2023, 05, 12, 18, 59, 2, 10
34, 2023, 05, 08, 05, 36, 3, 10
34, 2023, 05, 08, 19, 31, 10, 3
34, 2023, 05, 09, 06, 32, 3, 10
34, 2023, 05, 09, 19, 35, 10, 3
34, 2023, 05, 10, 05, 31, 3, 10
34, 2023, 05, 10, 18, 57, 10, 3
34, 2023, 05, 11, 08, 40, 3, 10
34, 2023, 05, 11, 17, 31, 10, 3
34, 2023, 05, 12, 08, 23, 3, 10
34, 2023, 05, 12, 17, 30, 10, 3
34, 2023, 05, 14, 10, 40, 3, 9
34, 2023, 05, 14, 15, 38, 9, 3
35, 2023, 05, 08, 07, 04, 5, 6
35, 2023, 05, 08, 17, 08, 6, 5
35, 2023, 05, 09, 06, 01, 5, 6
35, 2023, 05, 09, 15, 02, 6, 5
35, 2023, 05, 10, 08, 46, 5, 6
35, 2023, 05, 10, 18, 40, 6, 5
35, 2023, 05, 11, 06, 16, 5, 6
35, 2023, 05, 11, 18, 28, 6, 5
35, 2023, 05, 12, 06, 21, 5, 6
35, 2023, 05, 12, 16, 33, 6, 5
36, 2023, 05, 08, 07, 41, 2, 8
36, 2023, 05, 08, 17, 37, 8, 2
36, 2023, 05, 09, 07, 03, 2, 8
36, 2023, 05, 09, 17, 19, 8, 2
36, 2023, 05, 10, 09, 54, 2, 8
36, 2023, 05, 10, 17, 41, 8, 2
36, 2023, 05, 11, 08, 53, 2, 8
36, 2023, 05, 11, 17, 58, 8, 2
36, 2023, 05, 12, 05, 42, 2, 8
36, 2023, 05, 12, 18, 25, 8, 2
37, 2023, 05, 08, 06, 52, 7, 5
37, 2023, 05, 08, 18, 17, 5, 7
37, 2023, 05, 10, 05, 41, 7, 5
37, 2023, 05, 10, 19, 40, 5, 7
37, 2023, 05, 11, 08, 34, 7, 5
37, 2023, 05, 11, 18, 45, 5, 7
37, 2023, 05, 13, 11, 53, 7, 5
37, 2023, 05, 13, 15, 44, 5, 7
37, 2023, 05, 14, 11, 11, 7, 3
37, 2023, 05, 14, 15, 54, 3, 7
38, 2023, 05, 08, 07, 34, 7, 1
38, 2023, 05, 08, 14, 51, 1, 7
38, 2023, 05, 09, 07, 01, 7, 1
38, 2023, 05, 09, 15, 16, 1, 7
38, 2023, 05, 10, 06, 09, 7, 1
38, 2023, 05, 10, 13, 24, 1, 7
38, 2023, 05, 11, 04, 32, 7, 1
38, 2023, 05, 11, 12, 41, 1, 7
38, 2023, 05, 12, 06, 35, 7, 1
38, 2023, 05, 12, 13, 19, 1, 7
38, 2023, 05, 14, 12, 12, 7, 10
38, 2023, 05, 14, 20, 34, 10, 7
39, 2023, 05, 09, 06, 40, 4, 7
39, 2023, 05, 09, 13, 57, 7, 4
39, 2023, 05, 11, 06, 35, 4, 7
39, 2023, 05, 11, 12, 48, 7, 4
39, 2023, 05, 12, 07, 18, 4, 9
39, 2023, 05, 12, 13, 32, 9, 4
39, 2023, 05, 13, 09, 10, 4, 1
39, 2023, 05, 13, 17, 30, 1, 4
40, 2023, 05, 08, 06, 51, 4, 6
40, 2023, 05, 08, 18, 09, 6, 4
40, 2023, 05, 10, 06, 58, 4, 6
40, 2023, 05, 10, 17, 13, 6, 4
40, 2023, 05, 11, 05, 04, 4, 6
40, 2023, 05, 11, 17, 51, 6, 4
40, 2023, 05, 12, 07, 39, 4, 6
40, 2023, 05, 12, 16, 05, 6, 4
40, 2023, 05, 13, 10, 29, 4, 7
40, 2023, 05, 13, 14, 19, 7, 4
41, 2023, 05, 08, 07, 22, 10, 6
41, 2023, 05, 08, 16, 08, 6, 10
41, 2023, 05, 09, 07, 38, 10, 6
41, 2023, 05, 09, 17, 46, 6, 10
41, 2023, 05, 10, 07, 36, 10, 2
41, 2023, 05, 10, 18, 13, 2, 10
41, 2023, 05, 11, 07, 21, 10, 4
41, 2023, 05, 11, 19, 46, 4, 10
41, 2023, 05, 12, 05, 14, 10, 9
41, 2023, 05, 12, 18, 28, 9, 10
42, 2023, 05, 08, 05, 10, 5, 3
42, 2023, 05, 08, 16, 15, 3, 5
42, 2023, 05, 09, 06, 20, 5, 7
42, 2023, 05, 09, 16, 32, 7, 5
42, 2023, 05, 10, 07, 32, 5, 1
42, 2023, 05, 10, 18, 16, 1, 5
42, 2023, 05, 11, 07, 56, 5, 10
42, 2023, 05, 11, 17, 03, 10, 5
42, 2023, 05, 12, 06, 37, 5, 6
42, 2023, 05, 12, 18, 13, 6, 5
43, 2023, 05, 08, 07, 23, 10, 1
43, 2023, 05, 08, 13, 56, 1, 10
43, 2023, 05, 09, 05, 44, 10, 5
43, 2023, 05, 09, 14, 23, 5, 10
43, 2023, 05, 13, 06, 28, 10, 8
43, 2023, 05, 13, 13, 41, 8, 10
44, 2023, 05, 08, 06, 14, 9, 2
44, 2023, 05, 08, 14, 25, 2, 9
44, 2023, 05, 09, 07, 31, 9, 1
44, 2023, 05, 09, 13, 27, 1, 9
44, 2023, 05, 12, 06, 10, 9, 7
44, 2023, 05, 12, 15, 35, 7, 9
44, 2023, 05, 14, 09, 56, 9, 1
44, 2023, 05, 14, 18, 28, 1, 9
45, 2023, 05, 08, 07, 08, 2, 6
45, 2023, 05, 08, 17, 36, 6, 2
45, 2023, 05, 09, 08, 08, 2, 6
45, 2023, 05, 09, 17, 34, 6, 2
45, 2023, 05, 10, 07, 06, 2, 6
45, 2023, 05, 10, 15, 09, 6, 2
45, 2023, 05, 11, 07, 34, 2, 6
45, 2023, 05, 11, 16, 38, 6, 2
45, 2023, 05, 12, 03, 51, 2, 6
45, 2023, 05, 12, 16, 45, 6, 2
46, 2023, 05, 08, 07, 43, 4, 2
46, 2023, 05, 08, 17, 02, 2, 4
46, 2023, 05, 09, 05, 02, 4, 2
46, 2023, 05, 09, 19, 04, 2, 4
46, 2023, 05, 10, 06, 38, 4, 2
46, 2023, 05, 10, 17, 28, 2, 4
46, 2023, 05, 11, 06, 53, 4, 2
46, 2023, 05, 11, 19, 32, 2, 4
46, 2023, 05, 12, 08, 30, 4, 2
46, 2023, 05, 12, 18, 04, 2, 4
47, 2023, 05, 09, 06, 22, 9, 10
47, 2023, 05, 09, 19, 11, 10, 9
47, 2023, 05, 11, 07, 02, 9, 10
47, 2023, 05, 11, 17, 21, 10, 9
47, 2023, 05, 12, 06, 02, 9, 10
47, 2023, 05, 12, 18, 07, 10, 9
48, 2023, 05, 08, 08, 54, 9, 4
48, 2023, 05, 08, 12, 03, 4, 9
48, 2023, 05, 09, 07, 10, 9, 4
48, 2023, 05, 09, 13, 01, 4, 9
48, 2023, 05, 10, 06, 49, 9, 4
48, 2023, 05, 10, 13, 28, 4, 9
48, 2023, 05, 11, 05, 33, 9, 4
48, 2023, 05, 11, 15, 54, 4, 9
48, 2023, 05, 12, 08, 01, 9, 4
48, 2023, 05, 12, 13, 50, 4, 9
48, 2023, 05, 13, 09, 15, 9, 6
48, 2023, 05, 13, 20, 38, 6, 9
49, 2023, 05, 08, 07, 04, 9, 8
49, 2023, 05, 08, 14, 01, 8, 9
49, 2023, 05, 09, 08, 11, 9, 1
49, 2023, 05, 09, 14, 08, 1, 9
49, 2023, 05, 14, 08, 39, 9, 1
49, 2023, 05, 14, 18, 59, 1, 9
50, 2023, 05, 08, 08, 12, 9, 3
50, 2023, 05, 08, 13, 54, 3, 9
50, 2023, 05, 09, 05, 16, 9, 3
50, 2023, 05, 09, 12, 04, 3, 9
50, 2023, 05, 10, 07, 20, 9, 3
50, 2023, 05, 10, 14, 20, 3, 9
50, 2023, 05, 11, 06, 24, 9, 3
50, 2023, 05, 11, 13, 42, 3, 9
50, 2023, 05, 12, 06, 00, 9, 3
50, 2023, 05, 12, 12, 25, 3, 9
50, 2023, 05, 14, 10, 45, 9, 8
50, 2023, 05, 14, 19, 12, 8, 9
51, 2023, 05, 08, 08, 48, 1, 4
51, 2023, 05, 08, 16, 44, 4, 1
51, 2023, 05, 09, 08, 45, 1, 4
51, 2023, 05, 09, 19, 17, 4, 1
51, 2023, 05, 10, 08, 46, 1, 4
51, 2023, 05, 10, 17, 31, 4, 1
51, 2023, 05, 11, 06, 31, 1, 4
51, 2023, 05, 11, 19, 40, 4, 1
51, 2023, 05, 12, 07, 52, 1, 4
51, 2023, 05, 12, 17, 00, 4, 1
51, 2023, 05, 13, 09, 06, 1, 2
51, 2023, 05, 13, 15, 25, 2, 1
52, 2023, 05, 08, 04, 01, 1, 7
52, 2023, 05, 08, 19, 46, 7, 1
52, 2023, 05, 09, 05, 41, 1, 7
52, 2023, 05, 09, 19, 36, 7, 1
52, 2023, 05, 10, 06, 02, 1, 7
52, 2023, 05, 10, 20, 26, 7, 1
52, 2023, 05, 11, 06, 57, 1, 7
52, 2023, 05, 11, 19, 58, 7, 1
52, 2023, 05, 13, 11, 42, 1, 5
52, 2023, 05, 13, 15, 10, 5, 1
52, 2023, 05, 14, 12, 24, 1, 3
52, 2023, 05, 14, 16, 17, 3, 1
53, 2023, 05, 08, 05, 30, 1, 9
53, 2023, 05, 08, 16, 07, 9, 1
53, 2023, 05, 09, 07, 19, 1, 9
53, 2023, 05, 09, 12, 08, 9, 1
53, 2023, 05, 10, 06, 16, 1, 9
53, 2023, 05, 10, 13, 07, 9, 1
53, 2023, 05, 11, 06, 56, 1, 9
53, 2023, 05, 11, 15, 48, 9, 1
53, 2023, 05, 12, 07, 36, 1, 9
53, 2023, 05, 12, 14, 12, 9, 1
53, 2023, 05, 14, 10, 38, 1, 1
53, 2023, 05, 14, 20, 16, 1, 1
54, 2023, 05, 08, 07, 06, 10, 1
54, 2023, 05, 08, 13, 12, 1, 10
54, 2023, 05, 10, 06, 46, 10, 2
54, 2023, 05, 10, 12, 48, 2, 10
54, 2023, 05, 11, 07, 14, 10, 7
54, 2023, 05, 11, 12, 53, 7, 10
54, 2023, 05, 13, 08, 04, 10, 7
54, 2023, 05, 13, 15, 43, 7, 10
54, 2023, 05, 14, 06, 21, 10, 4
54, 2023, 05, 14, 15, 30, 4, 10
55, 2023, 05, 08, 07, 53, 6, 1
55, 2023, 05, 08, 17, 59, 1, 6
55, 2023, 05, 09, 08, 33, 6, 1
55, 2023, 05, 09, 15, 00, 1, 6
55, 2023, 05, 10, 06, 01, 6, 1
55, 2023, 05, 10, 19, 07, 1, 6
55, 2023, 05, 12, 08, 56, 6, 1
55, 2023, 05, 12, 17, 34, 1, 6
56, 2023, 05, 08, 08, 47, 9, 4
56, 2023, 05, 08, 18, 38, 4, 9
56, 2023, 05, 09, 06, 46, 9, 4
56, 2023, 05, 09, 17, 13, 4, 9
56, 2023, 05, 10, 06, 12, 9, 4
56, 2023, 05, 10, 18, 24, 4, 9
56, 2023, 05, 11, 06, 58, 9, 4
56, 2023, 05, 11, 18, 56, 4, 9
56, 2023, 05, 12, 07, 54, 9, 4
56, 2023, 05, 12, 17, 16, 4, 9
57, 2023, 05, 08, 07, 04, 10, 5
57, 2023, 05, 08, 18, 28, 5, 10
57, 2023, 05, 09, 09, 54, 10, 5
57, 2023, 05, 09, 18, 02, 5, 10
57, 2023, 05, 10, 06, 58, 10, 5
57, 2023, 05, 10, 16, 36, 5, 10
57, 2023, 05, 12, 08, 14, 10, 5
57, 2023, 05, 12, 17, 32, 5, 10
58, 2023, 05, 08, 07, 00, 2, 6
58, 2023, 05, 08, 16, 07, 6, 2
58, 2023, 05, 10, 06, 22, 2, 6
58, 2023, 05, 10, 17, 25, 6, 2
58, 2023, 05, 11, 03, 33, 2, 6
58, 2023, 05, 11, 17, 42, 6, 2
58, 2023, 05, 14, 09, 24, 2, 3
58, 2023, 05, 14, 14, 13, 3, 2
59, 2023, 05, 08, 05, 35, 8, 3
